"id","sale_order_template_id/id","product_id/id","product_uom_qty","product_uom_id/id","name","price_unit"
"sale_order_template_line_schweizmobil_plus","sale_order_template_schweizmobil_plus","product_product_schweizmobil_plus","1.0","uom.product_uom_unit","Schweizmobil Plus","35.0"
